partner_x,partner_code_x,year,value,Global Name_x,Region Name_x,Intermediate Region Name_x,Region Name_y,Intermediate Region Name_y,ISO-alpha3 Code_y,reporter
Nigeria,NGA,2018,537204.47311864,World,Africa,Western Africa,Africa,Southern Africa,ZAF,South Africa
Mauritius,MUS,2018,522428.8743421844,World,Africa,Eastern Africa,Africa,Southern Africa,ZAF,South Africa
Ghana,GHA,2018,505006.27381555235,World,Africa,Western Africa,Africa,Southern Africa,ZAF,South Africa
Singapore,SGP,2018,504720.13923385355,World,Asia,South-eastern Asia,Africa,Southern Africa,ZAF,South Africa
France,FRA,2018,58382793.99099344,World,Europe,Western Europe,Europe,Southern Europe,ESP,Spain
Germany,DEU,2018,44187425.90503676,World,Europe,Western Europe,Europe,Southern Europe,ESP,Spain
Italy,ITA,2018,29384778.10331195,World,Europe,Southern Europe,Europe,Southern Europe,ESP,Spain
Portugal,PRT,2018,28472350.107636824,World,Europe,Southern Europe,Europe,Southern Europe,ESP,Spain
United Kingdom,GBR,2018,26270677.019889235,World,Europe,Northern Europe,Europe,Southern Europe,ESP,Spain
United States,USA,2018,17943424.79011946,World,Americas,Northern America,Europe,Southern Europe,ESP,Spain
Netherlands,NLD,2018,13409952.791016534,World,Europe,Western Europe,Europe,Southern Europe,ESP,Spain
Morocco,MAR,2018,12059136.228596924,World,Africa,Northern Africa,Europe,Southern Europe,ESP,Spain
Belgium,BEL,2018,10247691.084990993,World,Europe,Western Europe,Europe,Southern Europe,ESP,Spain
China,CHN,2018,8673638.652683089,World,Asia,Eastern Asia,Europe,Southern Europe,ESP,Spain
Poland,POL,2018,7821247.31008753,World,Europe,Eastern Europe,Europe,Southern Europe,ESP,Spain
Turkey,TUR,2018,7067040.241616387,World,Asia,Western Asia,Europe,Southern Europe,ESP,Spain
Mexico,MEX,2018,7022359.864864838,World,Americas,Central America,Europe,Southern Europe,ESP,Spain
Algeria,DZA,2018,5357842.635537621,World,Africa,Northern Africa,Europe,Southern Europe,ESP,Spain
Switzerland,CHE,2018,5175436.746571112,World,Europe,Western Europe,Europe,Southern Europe,ESP,Spain
Czech Republic,CZE,2018,3614801.1396419955,World,Europe,Eastern Europe,Europe,Southern Europe,ESP,Spain
Saudi Arabia,SAU,2018,3468876.0429879725,World,Asia,Western Asia,Europe,Southern Europe,ESP,Spain
Romania,ROM,2018,3414593.41904491,,,,Europe,Southern Europe,ESP,Spain
Japan,JPN,2018,3364712.874760797,World,Asia,Eastern Asia,Europe,Southern Europe,ESP,Spain
Brazil,BRA,2018,3285830.288102407,World,Americas,South America,Europe,Southern Europe,ESP,Spain
Sweden,SWE,2018,3232792.3282023724,World,Europe,Northern Europe,Europe,Southern Europe,ESP,Spain
Austria,AUT,2018,3158101.764629968,World,Europe,Western Europe,Europe,Southern Europe,ESP,Spain
Bunkers,BUN,2018,3000222.1667737975,,,,Europe,Southern Europe,ESP,Spain
Greece,GRC,2018,2999971.913689091,World,Europe,Southern Europe,Europe,Southern Europe,ESP,Spain
"Korea, Rep.",KOR,2018,2945863.5035484135,World,Asia,Eastern Asia,Europe,Southern Europe,ESP,Spain
Russian Federation,RUS,2018,2867902.5708652646,World,Europe,Eastern Europe,Europe,Southern Europe,ESP,Spain
Hungary,HUN,2018,2625295.0510516083,World,Europe,Eastern Europe,Europe,Southern Europe,ESP,Spain
Canada,CAN,2018,2617946.0035723913,World,Americas,Northern America,Europe,Southern Europe,ESP,Spain
Denmark,DNK,2018,2514197.458774041,World,Europe,Northern Europe,Europe,Southern Europe,ESP,Spain
Australia,AUS,2018,2511011.5731977215,World,Oceania,Australia and New Zealand,Europe,Southern Europe,ESP,Spain
"Egypt, Arab Rep.",EGY,2018,2493949.0203856323,World,Africa,Northern Africa,Europe,Southern Europe,ESP,Spain
Chile,CHL,2018,2405876.471563915,World,Americas,South America,Europe,Southern Europe,ESP,Spain
United Arab Emirates,ARE,2018,2151553.6671462804,World,Asia,Western Asia,Europe,Southern Europe,ESP,Spain
Ireland,IRL,2018,2065631.5933369263,World,Europe,Northern Europe,Europe,Southern Europe,ESP,Spain
Israel,ISR,2018,2058635.9430070664,World,Asia,Western Asia,Europe,Southern Europe,ESP,Spain
India,IND,2018,1951805.8973221031,World,Asia,Southern Asia,Europe,Southern Europe,ESP,Spain
Argentina,ARG,2018,1881620.6513667386,World,Americas,South America,Europe,Southern Europe,ESP,Spain
Norway,NOR,2018,1854235.0666811368,World,Europe,Northern Europe,Europe,Southern Europe,ESP,Spain
Gibraltar,GIB,2018,1838515.4432879912,World,Europe,Southern Europe,Europe,Southern Europe,ESP,Spain
Bulgaria,BGR,2018,1833375.3182730535,World,Europe,Eastern Europe,Europe,Southern Europe,ESP,Spain
Singapore,SGP,2018,1799474.9105358473,World,Asia,South-eastern Asia,Europe,Southern Europe,ESP,Spain
United States,USA,2018,47286.088560000004,World,Americas,Northern America,Americas,Caribbean,LCA,St. Lucia
Dominica,DMA,2018,12048.880480000002,World,Americas,Caribbean,Americas,Caribbean,LCA,St. Lucia
United Kingdom,GBR,2018,10756.75124,World,Europe,Northern Europe,Americas,Caribbean,LCA,St. Lucia
Barbados,BRB,2018,9776.852170000002,World,Americas,Caribbean,Americas,Caribbean,LCA,St. Lucia
Trinidad and Tobago,TTO,2018,7749.997429999999,World,Americas,Caribbean,Americas,Caribbean,LCA,St. Lucia
France,FRA,2018,5626.857540000001,World,Europe,Western Europe,Americas,Caribbean,LCA,St. Lucia
Guyana,GUY,2018,5219.27722,World,Americas,South America,Americas,Caribbean,LCA,St. Lucia
Antigua and Barbuda,ATG,2018,4089.271669999999,World,Americas,Caribbean,Americas,Caribbean,LCA,St. Lucia
St. Kitts and Nevis,KNA,2018,3730.6616600000007,World,Americas,Caribbean,Americas,Caribbean,LCA,St. Lucia
St. Vincent and the Grenadines,VCT,2018,3652.79352,World,Americas,Caribbean,Americas,Caribbean,LCA,St. Lucia
Grenada,GRD,2018,2583.26991,World,Americas,Caribbean,Americas,Caribbean,LCA,St. Lucia
Dominica,DMA,2018,7799.0042565435,World,Americas,Caribbean,Americas,Caribbean,VCT,St. Vincent and the Grenadines
Barbados,BRB,2018,6730.7160211291,World,Americas,Caribbean,Americas,Caribbean,VCT,St. Vincent and the Grenadines
St. Lucia,LCA,2018,5662.1584785766,World,Americas,Caribbean,Americas,Caribbean,VCT,St. Vincent and the Grenadines
Antigua and Barbuda,ATG,2018,5438.7014835152995,World,Americas,Caribbean,Americas,Caribbean,VCT,St. Vincent and the Grenadines
St. Kitts and Nevis,KNA,2018,4634.0111215398,World,Americas,Caribbean,Americas,Caribbean,VCT,St. Vincent and the Grenadines
Trinidad and Tobago,TTO,2018,4216.0570765313005,World,Americas,Caribbean,Americas,Caribbean,VCT,St. Vincent and the Grenadines
United States,USA,2018,3172.4704571560005,World,Americas,Northern America,Americas,Caribbean,VCT,St. Vincent and the Grenadines
Grenada,GRD,2018,2679.5430130468994,World,Americas,Caribbean,Americas,Caribbean,VCT,St. Vincent and the Grenadines
British Virgin Islands,VGB,2018,1928.2311421373,World,Americas,Caribbean,Americas,Caribbean,VCT,St. Vincent and the Grenadines
United Arab Emirates,ARE,2018,993933.687,World,Asia,Western Asia,,,,Sudan
China,CHN,2018,735699.947,World,Asia,Eastern Asia,,,,Sudan
Saudi Arabia,SAU,2018,622871.8910000002,World,Asia,Western Asia,,,,Sudan
"Egypt, Arab Rep.",EGY,2018,586097.846,World,Africa,Northern Africa,,,,Sudan
India,IND,2018,97391.773,World,Asia,Southern Asia,,,,Sudan
Ethiopia(excludes Eritrea),ETH,2018,84995.886,World,Africa,Eastern Africa,,,,Sudan
Turkey,TUR,2018,72052.02900000001,World,Asia,Western Asia,,,,Sudan
Pakistan,PAK,2018,60622.825,World,Asia,Southern Asia,,,,Sudan
France,FRA,2018,52264.944,World,Europe,Western Europe,,,,Sudan
Switzerland,CHE,2018,389460.3789418406,World,Europe,Western Europe,Americas,South America,SUR,Suriname
Unspecified,UNS,2018,380503.90063928475,,,,Americas,South America,SUR,Suriname
United Arab Emirates,ARE,2018,292374.50804967794,World,Asia,Western Asia,Americas,South America,SUR,Suriname
"Hong Kong, China",HKG,2018,216498.68731021634,World,Asia,Eastern Asia,Americas,South America,SUR,Suriname
Belgium,BEL,2018,90699.08903107602,World,Europe,Western Europe,Americas,South America,SUR,Suriname
Norway,NOR,2018,20950010.21981568,World,Europe,Northern Europe,Europe,Northern Europe,SWE,Sweden
Germany,DEU,2018,20675482.867216818,World,Europe,Western Europe,Europe,Northern Europe,SWE,Sweden
Denmark,DNK,2018,13732333.503908228,World,Europe,Northern Europe,Europe,Northern Europe,SWE,Sweden
United States,USA,2018,13694449.64596069,World,Americas,Northern America,Europe,Northern Europe,SWE,Sweden
Finland,FIN,2018,13402861.84373166,World,Europe,Northern Europe,Europe,Northern Europe,SWE,Sweden
Netherlands,NLD,2018,12140046.818801312,World,Europe,Western Europe,Europe,Northern Europe,SWE,Sweden
United Kingdom,GBR,2018,10414626.952318039,World,Europe,Northern Europe,Europe,Northern Europe,SWE,Sweden
China,CHN,2018,10149830.84961585,World,Asia,Eastern Asia,Europe,Northern Europe,SWE,Sweden
Belgium,BEL,2018,9776839.35381594,World,Europe,Western Europe,Europe,Northern Europe,SWE,Sweden
France,FRA,2018,9549016.26839897,World,Europe,Western Europe,Europe,Northern Europe,SWE,Sweden
Poland,POL,2018,6414899.0737946695,World,Europe,Eastern Europe,Europe,Northern Europe,SWE,Sweden
Italy,ITA,2018,5387945.27722713,World,Europe,Southern Europe,Europe,Northern Europe,SWE,Sweden
Spain,ESP,2018,4045947.3155688187,World,Europe,Southern Europe,Europe,Northern Europe,SWE,Sweden
Russian Federation,RUS,2018,3359632.73259838,World,Europe,Eastern Europe,Europe,Northern Europe,SWE,Sweden
Japan,JPN,2018,2986594.2731955103,World,Asia,Eastern Asia,Europe,Northern Europe,SWE,Sweden
Australia,AUS,2018,2734539.810361099,World,Oceania,Australia and New Zealand,Europe,Northern Europe,SWE,Sweden
"Korea, Rep.",KOR,2018,2315040.30459265,World,Asia,Eastern Asia,Europe,Northern Europe,SWE,Sweden
Switzerland,CHE,2018,2007239.12418976,World,Europe,Western Europe,Europe,Northern Europe,SWE,Sweden
Turkey,TUR,2018,1982109.107438231,World,Asia,Western Asia,Europe,Northern Europe,SWE,Sweden
Austria,AUT,2018,1876977.5138993,World,Europe,Western Europe,Europe,Northern Europe,SWE,Sweden
India,IND,2018,1854171.3897462,World,Asia,Southern Asia,Europe,Northern Europe,SWE,Sweden
Czech Republic,CZE,2018,1712606.16971487,World,Europe,Eastern Europe,Europe,Northern Europe,SWE,Sweden
Estonia,EST,2018,1643204.6694789,World,Europe,Northern Europe,Europe,Northern Europe,SWE,Sweden
Canada,CAN,2018,1640168.0351414299,World,Americas,Northern America,Europe,Northern Europe,SWE,Sweden
Brazil,BRA,2018,1362815.72973903,World,Americas,South America,Europe,Northern Europe,SWE,Sweden
Lithuania,LTU,2018,1258148.7075274198,World,Europe,Northern Europe,Europe,Northern Europe,SWE,Sweden
South Africa,ZAF,2018,1220387.78371705,World,Africa,Southern Africa,Europe,Northern Europe,SWE,Sweden
Singapore,SGP,2018,1178622.9825406,World,Asia,South-eastern Asia,Europe,Northern Europe,SWE,Sweden
Saudi Arabia,SAU,2018,1117964.7699360899,World,Asia,Western Asia,Europe,Northern Europe,SWE,Sweden
Mexico,MEX,2018,1010331.9041120601,World,Americas,Central America,Europe,Northern Europe,SWE,Sweden
Portugal,PRT,2018,874444.1002297398,World,Europe,Southern Europe,Europe,Northern Europe,SWE,Sweden
"Egypt, Arab Rep.",EGY,2018,829710.80798286,World,Africa,Northern Africa,Europe,Northern Europe,SWE,Sweden
Germany,DEU,2018,54796938.368292436,World,Europe,Western Europe,Europe,Western Europe,CHE,Switzerland
United States,USA,2018,42430338.13642867,World,Americas,Northern America,Europe,Western Europe,CHE,Switzerland
China,CHN,2018,30961179.99639198,World,Asia,Eastern Asia,Europe,Western Europe,CHE,Switzerland
France,FRA,2018,20533908.54370391,World,Europe,Western Europe,Europe,Western Europe,CHE,Switzerland
India,IND,2018,18133071.63060935,World,Asia,Southern Asia,Europe,Western Europe,CHE,Switzerland
Italy,ITA,2018,17165182.2993602,World,Europe,Southern Europe,Europe,Western Europe,CHE,Switzerland
"Hong Kong, China",HKG,2018,13237171.816895181,World,Asia,Eastern Asia,Europe,Western Europe,CHE,Switzerland
United Kingdom,GBR,2018,10770096.927778479,World,Europe,Northern Europe,Europe,Western Europe,CHE,Switzerland
Austria,AUT,2018,8552293.502570448,World,Europe,Western Europe,Europe,Western Europe,CHE,Switzerland
Netherlands,NLD,2018,8273244.177881883,World,Europe,Western Europe,Europe,Western Europe,CHE,Switzerland
Japan,JPN,2018,7110100.327785778,World,Asia,Eastern Asia,Europe,Western Europe,CHE,Switzerland
Spain,ESP,2018,7083218.119573392,World,Europe,Southern Europe,Europe,Western Europe,CHE,Switzerland
Singapore,SGP,2018,6038658.545373364,World,Asia,South-eastern Asia,Europe,Western Europe,CHE,Switzerland
Belgium,BEL,2018,4681545.902296197,World,Europe,Western Europe,Europe,Western Europe,CHE,Switzerland
United Arab Emirates,ARE,2018,4170013.4489002805,World,Asia,Western Asia,Europe,Western Europe,CHE,Switzerland
Canada,CAN,2018,3904988.2923075454,World,Americas,Northern America,Europe,Western Europe,CHE,Switzerland
Thailand,THA,2018,3775103.8766986756,World,Asia,South-eastern Asia,Europe,Western Europe,CHE,Switzerland
Poland,POL,2018,3473458.9869052265,World,Europe,Eastern Europe,Europe,Western Europe,CHE,Switzerland
"Korea, Rep.",KOR,2018,3244801.800991629,World,Asia,Eastern Asia,Europe,Western Europe,CHE,Switzerland
Australia,AUS,2018,3003060.6056758193,World,Oceania,Australia and New Zealand,Europe,Western Europe,CHE,Switzerland
Turkey,TUR,2018,2926162.8550713295,World,Asia,Western Asia,Europe,Western Europe,CHE,Switzerland
Brazil,BRA,2018,2863414.749797291,World,Americas,South America,Europe,Western Europe,CHE,Switzerland
Russian Federation,RUS,2018,2791440.344601106,World,Europe,Eastern Europe,Europe,Western Europe,CHE,Switzerland
Malaysia,MYS,2018,2464917.94983502,World,Asia,South-eastern Asia,Europe,Western Europe,CHE,Switzerland
Czech Republic,CZE,2018,2259135.5029342594,World,Europe,Eastern Europe,Europe,Western Europe,CHE,Switzerland
"Other Asia, nes",OAS,2018,2045003.7189732366,,,,Europe,Western Europe,CHE,Switzerland
Sweden,SWE,2018,1887031.0545003107,World,Europe,Northern Europe,Europe,Western Europe,CHE,Switzerland
Saudi Arabia,SAU,2018,1768875.2928627208,World,Asia,Western Asia,Europe,Western Europe,CHE,Switzerland
Rwanda,RWA,2018,605333.4300727742,World,Africa,Eastern Africa,Africa,Eastern Africa,TZA,Tanzania
Kenya,KEN,2018,365799.44836264243,World,Africa,Eastern Africa,Africa,Eastern Africa,TZA,Tanzania
Zambia,ZMB,2018,321397.9371079352,World,Africa,Eastern Africa,Africa,Eastern Africa,TZA,Tanzania
"Congo, Dem. Rep.",ZAR,2018,320917.65921084164,,,,Africa,Eastern Africa,TZA,Tanzania
Uganda,UGA,2018,304206.5303349266,World,Africa,Eastern Africa,Africa,Eastern Africa,TZA,Tanzania
Indonesia,IDN,2018,265468.0918972337,World,Asia,South-eastern Asia,Africa,Eastern Africa,TZA,Tanzania
United States,USA,2018,174772.1655320573,World,Americas,Northern America,Africa,Eastern Africa,TZA,Tanzania
China,CHN,2018,147602.11066822388,World,Asia,Eastern Asia,Africa,Eastern Africa,TZA,Tanzania
Malawi,MWI,2018,125609.30118027862,World,Africa,Eastern Africa,Africa,Eastern Africa,TZA,Tanzania
South Africa,ZAF,2018,80739.36670528585,World,Africa,Southern Africa,Africa,Eastern Africa,TZA,Tanzania
"Hong Kong, China",HKG,2018,70588.49051543181,World,Asia,Eastern Asia,Africa,Eastern Africa,TZA,Tanzania
Vietnam,VNM,2018,67197.81453134079,World,Asia,South-eastern Asia,Africa,Eastern Africa,TZA,Tanzania
Ethiopia(excludes Eritrea),ETH,2018,65015.93488395544,World,Africa,Eastern Africa,Africa,Eastern Africa,TZA,Tanzania
United Kingdom,GBR,2018,55778.737754133756,World,Europe,Northern Europe,Africa,Eastern Africa,TZA,Tanzania
United Arab Emirates,ARE,2018,55399.5077559033,World,Asia,Western Asia,Africa,Eastern Africa,TZA,Tanzania
Netherlands,NLD,2018,50481.058907360304,World,Europe,Western Europe,Africa,Eastern Africa,TZA,Tanzania
Comoros,COM,2018,45675.57658920368,World,Africa,Eastern Africa,Africa,Eastern Africa,TZA,Tanzania
India,IND,2018,45592.54229723499,World,Asia,Southern Asia,Africa,Eastern Africa,TZA,Tanzania
Mozambique,MOZ,2018,43217.34679285156,World,Africa,Eastern Africa,Africa,Eastern Africa,TZA,Tanzania
Germany,DEU,2018,41854.934322788,World,Europe,Western Europe,Africa,Eastern Africa,TZA,Tanzania
"Egypt, Arab Rep.",EGY,2018,41484.79768343433,World,Africa,Northern Africa,Africa,Eastern Africa,TZA,Tanzania
Zimbabwe,ZWE,2018,38858.199311836186,World,Africa,Eastern Africa,Africa,Eastern Africa,TZA,Tanzania
Norway,NOR,2018,35072.63995834237,World,Europe,Northern Europe,Africa,Eastern Africa,TZA,Tanzania
Burundi,BDI,2018,30382.376008408202,World,Africa,Eastern Africa,Africa,Eastern Africa,TZA,Tanzania
United States,USA,2018,39403319.43593,World,Americas,Northern America,Asia,South-eastern Asia,THA,Thailand
China,CHN,2018,37185836.039629996,World,Asia,Eastern Asia,Asia,South-eastern Asia,THA,Thailand
Japan,JPN,2018,33192212.669049993,World,Asia,Eastern Asia,Asia,South-eastern Asia,THA,Thailand
"Hong Kong, China",HKG,2018,19872820.53344001,World,Asia,Eastern Asia,Asia,South-eastern Asia,THA,Thailand
Malaysia,MYS,2018,16675415.594399996,World,Asia,South-eastern Asia,Asia,South-eastern Asia,THA,Thailand
Vietnam,VNM,2018,16443398.27018,World,Asia,South-eastern Asia,Asia,South-eastern Asia,THA,Thailand
Australia,AUS,2018,15139800.692009998,World,Oceania,Australia and New Zealand,Asia,South-eastern Asia,THA,Thailand
Indonesia,IDN,2018,13668205.76966,World,Asia,South-eastern Asia,Asia,South-eastern Asia,THA,Thailand
Singapore,SGP,2018,13345790.315200001,World,Asia,South-eastern Asia,Asia,South-eastern Asia,THA,Thailand
Philippines,PHL,2018,10518602.72703,World,Asia,South-eastern Asia,Asia,South-eastern Asia,THA,Thailand
India,IND,2018,9881979.195789998,World,Asia,Southern Asia,Asia,South-eastern Asia,THA,Thailand
Cambodia,KHM,2018,8633602.64483,World,Asia,South-eastern Asia,Asia,South-eastern Asia,THA,Thailand
Netherlands,NLD,2018,8154624.20981,World,Europe,Western Europe,Asia,South-eastern Asia,THA,Thailand
Germany,DEU,2018,7516805.12013,World,Europe,Western Europe,Asia,South-eastern Asia,THA,Thailand
"Korea, Rep.",KOR,2018,6153263.215469999,World,Asia,Eastern Asia,Asia,South-eastern Asia,THA,Thailand
"Other Asia, nes",OAS,2018,5608869.20827,,,,Asia,South-eastern Asia,THA,Thailand
United Kingdom,GBR,2018,5443328.9604899995,World,Europe,Northern Europe,Asia,South-eastern Asia,THA,Thailand
Myanmar,MMR,2018,5391526.042270001,World,Asia,South-eastern Asia,Asia,South-eastern Asia,THA,Thailand
Lao PDR,LAO,2018,4888750.6178399995,World,Asia,South-eastern Asia,Asia,South-eastern Asia,THA,Thailand
Mexico,MEX,2018,4462449.363530001,World,Americas,Central America,Asia,South-eastern Asia,THA,Thailand
South Africa,ZAF,2018,4216043.98071,World,Africa,Southern Africa,Asia,South-eastern Asia,THA,Thailand
United Arab Emirates,ARE,2018,3582818.79347,World,Asia,Western Asia,Asia,South-eastern Asia,THA,Thailand
France,FRA,2018,2527285.30681,World,Europe,Western Europe,Asia,South-eastern Asia,THA,Thailand
Switzerland,CHE,2018,2455166.31336,World,Europe,Western Europe,Asia,South-eastern Asia,THA,Thailand
New Zealand,NZL,2018,2425907.50556,World,Oceania,Australia and New Zealand,Asia,South-eastern Asia,THA,Thailand
Brazil,BRA,2018,2244188.0339,World,Americas,South America,Asia,South-eastern Asia,THA,Thailand
Italy,ITA,2018,2221521.0844099997,World,Europe,Southern Europe,Asia,South-eastern Asia,THA,Thailand
Pakistan,PAK,2018,2078290.5732300007,World,Asia,Southern Asia,Asia,South-eastern Asia,THA,Thailand
Argentina,ARG,2018,2064962.56883,World,Americas,South America,Asia,South-eastern Asia,THA,Thailand
Saudi Arabia,SAU,2018,1995985.41602,World,Asia,Western Asia,Asia,South-eastern Asia,THA,Thailand
Benin,BEN,2018,200958.79208158993,World,Africa,Western Africa,Africa,Western Africa,TGO,Togo
Burkina Faso,BFA,2018,161507.11932079025,World,Africa,Western Africa,Africa,Western Africa,TGO,Togo
Niger,NER,2018,92244.45587882164,World,Africa,Western Africa,Africa,Western Africa,TGO,Togo
