partner_x,partner_code_x,year,value,Global Name_x,Region Name_x,Intermediate Region Name_x,Region Name_y,Intermediate Region Name_y,ISO-alpha3 Code_y,reporter
Canada,CAN,2018,208013.01683000007,World,Americas,Northern America,Americas,Caribbean,JAM,Jamaica
Netherlands,NLD,2018,199446.48127,World,Europe,Western Europe,Americas,Caribbean,JAM,Jamaica
Iceland,ISL,2018,107095.88202,World,Europe,Northern Europe,Americas,Caribbean,JAM,Jamaica
Russian Federation,RUS,2018,67760.68495000001,World,Europe,Eastern Europe,Americas,Caribbean,JAM,Jamaica
United Kingdom,GBR,2018,54467.39178,World,Europe,Northern Europe,Americas,Caribbean,JAM,Jamaica
"Hong Kong, China",HKG,2018,49447.31979000001,World,Asia,Eastern Asia,Americas,Caribbean,JAM,Jamaica
France,FRA,2018,43783.47424000001,World,Europe,Western Europe,Americas,Caribbean,JAM,Jamaica
Ghana,GHA,2018,36026.14304,World,Africa,Western Africa,Americas,Caribbean,JAM,Jamaica
China,CHN,2018,35138.20514000001,World,Asia,Eastern Asia,Americas,Caribbean,JAM,Jamaica
Trinidad and Tobago,TTO,2018,19640.29342,World,Americas,Caribbean,Americas,Caribbean,JAM,Jamaica
Venezuela,VEN,2018,16178.67297,World,Americas,South America,Americas,Caribbean,JAM,Jamaica
Cayman Islands,CYM,2018,14393.142470000003,World,Americas,Caribbean,Americas,Caribbean,JAM,Jamaica
China,CHN,2018,199578387.33141774,World,Asia,Eastern Asia,Asia,Eastern Asia,JPN,Japan
United States,USA,2018,183953918.99270472,World,Americas,Northern America,Asia,Eastern Asia,JPN,Japan
"Korea, Rep.",KOR,2018,63286963.29816282,World,Asia,Eastern Asia,Asia,Eastern Asia,JPN,Japan
"Other Asia, nes",OAS,2018,54530430.81540044,,,,Asia,Eastern Asia,JPN,Japan
Thailand,THA,2018,45313524.42275965,World,Asia,South-eastern Asia,Asia,Eastern Asia,JPN,Japan
"Hong Kong, China",HKG,2018,41699618.23242785,World,Asia,Eastern Asia,Asia,Eastern Asia,JPN,Japan
Singapore,SGP,2018,26306243.089143082,World,Asia,South-eastern Asia,Asia,Eastern Asia,JPN,Japan
Germany,DEU,2018,25930049.062729493,World,Europe,Western Europe,Asia,Eastern Asia,JPN,Japan
Indonesia,IDN,2018,23603363.878667638,World,Asia,South-eastern Asia,Asia,Eastern Asia,JPN,Japan
Vietnam,VNM,2018,22338358.44975843,World,Asia,South-eastern Asia,Asia,Eastern Asia,JPN,Japan
Australia,AUS,2018,19899469.03648,World,Oceania,Australia and New Zealand,Asia,Eastern Asia,JPN,Japan
Netherlands,NLD,2018,19365653.9032567,World,Europe,Western Europe,Asia,Eastern Asia,JPN,Japan
Malaysia,MYS,2018,18944932.62938396,World,Asia,South-eastern Asia,Asia,Eastern Asia,JPN,Japan
United Kingdom,GBR,2018,17734658.84076756,World,Europe,Northern Europe,Asia,Eastern Asia,JPN,Japan
Mexico,MEX,2018,17670445.72724834,World,Americas,Central America,Asia,Eastern Asia,JPN,Japan
Philippines,PHL,2018,16050544.769261222,World,Asia,South-eastern Asia,Asia,Eastern Asia,JPN,Japan
India,IND,2018,15330882.023634959,World,Asia,Southern Asia,Asia,Eastern Asia,JPN,Japan
Canada,CAN,2018,12076191.71251845,World,Americas,Northern America,Asia,Eastern Asia,JPN,Japan
Panama,PAN,2018,11663111.05694751,World,Americas,Central America,Asia,Eastern Asia,JPN,Japan
France,FRA,2018,10128341.94102486,World,Europe,Western Europe,Asia,Eastern Asia,JPN,Japan
Russian Federation,RUS,2018,9789890.53646181,World,Europe,Eastern Europe,Asia,Eastern Asia,JPN,Japan
United Arab Emirates,ARE,2018,9719776.6928868,World,Asia,Western Asia,Asia,Eastern Asia,JPN,Japan
Belgium,BEL,2018,9601521.14876628,World,Europe,Western Europe,Asia,Eastern Asia,JPN,Japan
Italy,ITA,2018,6331783.08818922,World,Europe,Southern Europe,Asia,Eastern Asia,JPN,Japan
Brazil,BRA,2018,6010822.52775084,World,Americas,South America,Asia,Eastern Asia,JPN,Japan
United States,USA,2018,1800943.892282648,World,Americas,Northern America,Asia,Western Asia,JOR,Jordan
Free Zones,FRE,2018,1140020.136587277,,,,Asia,Western Asia,JOR,Jordan
Saudi Arabia,SAU,2018,813606.242688261,World,Asia,Western Asia,Asia,Western Asia,JOR,Jordan
Iraq,IRQ,2018,730969.7394191062,World,Asia,Western Asia,Asia,Western Asia,JOR,Jordan
India,IND,2018,687675.926102055,World,Asia,Southern Asia,Asia,Western Asia,JOR,Jordan
United Arab Emirates,ARE,2018,342840.688897938,World,Asia,Western Asia,Asia,Western Asia,JOR,Jordan
Kuwait,KWT,2018,255333.064887538,World,Asia,Western Asia,Asia,Western Asia,JOR,Jordan
Occ.Pal.Terr,PSE,2018,241865.787411523,World,Asia,Western Asia,Asia,Western Asia,JOR,Jordan
Qatar,QAT,2018,171552.164194961,World,Asia,Western Asia,Asia,Western Asia,JOR,Jordan
"Egypt, Arab Rep.",EGY,2018,150300.365365887,World,Africa,Northern Africa,Asia,Western Asia,JOR,Jordan
Lebanon,LBN,2018,146259.54620745598,World,Asia,Western Asia,Asia,Western Asia,JOR,Jordan
Indonesia,IDN,2018,133085.19555351898,World,Asia,South-eastern Asia,Asia,Western Asia,JOR,Jordan
China,CHN,2018,112583.86307922598,World,Asia,Eastern Asia,Asia,Western Asia,JOR,Jordan
Israel,ISR,2018,110219.40483621102,World,Asia,Western Asia,Asia,Western Asia,JOR,Jordan
Turkey,TUR,2018,95651.83839674103,World,Asia,Western Asia,Asia,Western Asia,JOR,Jordan
Algeria,DZA,2018,94028.87890098999,World,Africa,Northern Africa,Asia,Western Asia,JOR,Jordan
Malaysia,MYS,2018,92716.439188758,World,Asia,South-eastern Asia,Asia,Western Asia,JOR,Jordan
Sudan,SUD,2018,92553.63774611901,,,,Asia,Western Asia,JOR,Jordan
Syrian Arab Republic,SYR,2018,79980.41538743301,World,Asia,Western Asia,Asia,Western Asia,JOR,Jordan
Oman,OMN,2018,76400.33012857298,World,Asia,Western Asia,Asia,Western Asia,JOR,Jordan
Canada,CAN,2018,75659.62856457499,World,Americas,Northern America,Asia,Western Asia,JOR,Jordan
Italy,ITA,2018,11739915.369140001,World,Europe,Southern Europe,Asia,Central Asia,KAZ,Kazakhstan
China,CHN,2018,6312320.47856,World,Asia,Eastern Asia,Asia,Central Asia,KAZ,Kazakhstan
Netherlands,NLD,2018,6199471.24768,World,Europe,Western Europe,Asia,Central Asia,KAZ,Kazakhstan
Russian Federation,RUS,2018,5567779.38232,World,Europe,Eastern Europe,Asia,Central Asia,KAZ,Kazakhstan
France,FRA,2018,3841294.2818400003,World,Europe,Western Europe,Asia,Central Asia,KAZ,Kazakhstan
"Korea, Rep.",KOR,2018,2976860.9697099994,World,Asia,Eastern Asia,Asia,Central Asia,KAZ,Kazakhstan
Switzerland,CHE,2018,2900649.09419,World,Europe,Western Europe,Asia,Central Asia,KAZ,Kazakhstan
Spain,ESP,2018,1862249.1357900004,World,Europe,Southern Europe,Asia,Central Asia,KAZ,Kazakhstan
Uzbekistan,UZB,2018,1676204.3917699999,World,Asia,Central Asia,Asia,Central Asia,KAZ,Kazakhstan
Japan,JPN,2018,1503013.87378,World,Asia,Eastern Asia,Asia,Central Asia,KAZ,Kazakhstan
Romania,ROM,2018,1498423.4133099997,,,,Asia,Central Asia,KAZ,Kazakhstan
Turkey,TUR,2018,1242472.48108,World,Asia,Western Asia,Asia,Central Asia,KAZ,Kazakhstan
Greece,GRC,2018,1214690.3635200001,World,Europe,Southern Europe,Asia,Central Asia,KAZ,Kazakhstan
Ukraine,UKR,2018,1072844.92073,World,Europe,Eastern Europe,Asia,Central Asia,KAZ,Kazakhstan
United States,USA,2018,968008.63042,World,Americas,Northern America,Asia,Central Asia,KAZ,Kazakhstan
India,IND,2018,953638.4090400002,World,Asia,Southern Asia,Asia,Central Asia,KAZ,Kazakhstan
Poland,POL,2018,893397.1195,World,Europe,Eastern Europe,Asia,Central Asia,KAZ,Kazakhstan
United Kingdom,GBR,2018,796935.72165,World,Europe,Northern Europe,Asia,Central Asia,KAZ,Kazakhstan
Kyrgyz Republic,KGZ,2018,693484.1046600001,World,Asia,Central Asia,Asia,Central Asia,KAZ,Kazakhstan
Lithuania,LTU,2018,676332.64952,World,Europe,Northern Europe,Asia,Central Asia,KAZ,Kazakhstan
Tajikistan,TJK,2018,529426.6039300001,World,Asia,Central Asia,Asia,Central Asia,KAZ,Kazakhstan
Afghanistan,AFG,2018,517993.9533399999,World,Asia,Southern Asia,Asia,Central Asia,KAZ,Kazakhstan
Uganda,UGA,2018,659933.9783159596,World,Africa,Eastern Africa,Africa,Eastern Africa,KEN,Kenya
Pakistan,PAK,2018,587088.3492970339,World,Asia,Southern Asia,Africa,Eastern Africa,KEN,Kenya
United States,USA,2018,466413.1050127046,World,Americas,Northern America,Africa,Eastern Africa,KEN,Kenya
Netherlands,NLD,2018,458994.86445796036,World,Europe,Western Europe,Africa,Eastern Africa,KEN,Kenya
United Kingdom,GBR,2018,389431.8166618265,World,Europe,Northern Europe,Africa,Eastern Africa,KEN,Kenya
Tanzania,TZA,2018,353120.1078395935,World,Africa,Eastern Africa,Africa,Eastern Africa,KEN,Kenya
United Arab Emirates,ARE,2018,347332.81417453807,World,Asia,Western Asia,Africa,Eastern Africa,KEN,Kenya
"Egypt, Arab Rep.",EGY,2018,203459.87008170085,World,Africa,Northern Africa,Africa,Eastern Africa,KEN,Kenya
Rwanda,RWA,2018,188520.18378193525,World,Africa,Eastern Africa,Africa,Eastern Africa,KEN,Kenya
Somalia,SOM,2018,154669.30129596952,World,Africa,Eastern Africa,Africa,Eastern Africa,KEN,Kenya
"Congo, Dem. Rep.",ZAR,2018,153401.14300402006,,,,Africa,Eastern Africa,KEN,Kenya
South Sudan,SSD,2018,130588.5346391491,World,Africa,Eastern Africa,Africa,Eastern Africa,KEN,Kenya
China,CHN,2018,112868.19154900314,World,Asia,Eastern Asia,Africa,Eastern Africa,KEN,Kenya
Germany,DEU,2018,109264.91776047864,World,Europe,Western Europe,Africa,Eastern Africa,KEN,Kenya
Saudi Arabia,SAU,2018,101013.53673656634,World,Asia,Western Asia,Africa,Eastern Africa,KEN,Kenya
India,IND,2018,91526.54583767717,World,Asia,Southern Asia,Africa,Eastern Africa,KEN,Kenya
Russian Federation,RUS,2018,84937.85197230846,World,Europe,Eastern Europe,Africa,Eastern Africa,KEN,Kenya
France,FRA,2018,80224.75339383152,World,Europe,Western Europe,Africa,Eastern Africa,KEN,Kenya
Thailand,THA,2018,71666.50192366044,World,Asia,South-eastern Asia,Africa,Eastern Africa,KEN,Kenya
"Hong Kong, China",HKG,2018,69872.94585679418,World,Asia,Eastern Asia,Africa,Eastern Africa,KEN,Kenya
Burundi,BDI,2018,66431.84415243161,World,Africa,Eastern Africa,Africa,Eastern Africa,KEN,Kenya
South Africa,ZAF,2018,62904.876395327665,World,Africa,Southern Africa,Africa,Eastern Africa,KEN,Kenya
Belgium,BEL,2018,62446.15326158431,World,Europe,Western Europe,Africa,Eastern Africa,KEN,Kenya
Ethiopia(excludes Eritrea),ETH,2018,61485.26585932657,World,Africa,Eastern Africa,Africa,Eastern Africa,KEN,Kenya
Sudan,SUD,2018,61437.144745757934,,,,Africa,Eastern Africa,KEN,Kenya
Qatar,QAT,2018,58264.98240263975,World,Asia,Western Asia,Africa,Eastern Africa,KEN,Kenya
Zambia,ZMB,2018,56055.74211494952,World,Africa,Eastern Africa,Africa,Eastern Africa,KEN,Kenya
"Other Asia, nes",OAS,2018,51371.189792878584,,,,Africa,Eastern Africa,KEN,Kenya
Japan,JPN,2018,50083.89648821849,World,Asia,Eastern Asia,Africa,Eastern Africa,KEN,Kenya
Yemen,YEM,2018,48274.18907272223,World,Asia,Western Asia,Africa,Eastern Africa,KEN,Kenya
Spain,ESP,2018,43884.13455885429,World,Europe,Southern Europe,Africa,Eastern Africa,KEN,Kenya
Italy,ITA,2018,39753.25926195619,World,Europe,Southern Europe,Africa,Eastern Africa,KEN,Kenya
Afghanistan,AFG,2018,38328.13830276591,World,Asia,Southern Asia,Africa,Eastern Africa,KEN,Kenya
Switzerland,CHE,2018,34872.32560761554,World,Europe,Western Europe,Africa,Eastern Africa,KEN,Kenya
Malawi,MWI,2018,33474.16556765373,World,Africa,Eastern Africa,Africa,Eastern Africa,KEN,Kenya
Norway,NOR,2018,30657.901048268563,World,Europe,Northern Europe,Africa,Eastern Africa,KEN,Kenya
Canada,CAN,2018,30568.30294248499,World,Americas,Northern America,Africa,Eastern Africa,KEN,Kenya
China,CHN,2018,247534179.421,World,Asia,Eastern Asia,Asia,Eastern Asia,KOR,"Korea, Rep."
United States,USA,2018,106106464.23700002,World,Americas,Northern America,Asia,Eastern Asia,KOR,"Korea, Rep."
"Hong Kong, China",HKG,2018,83790637.90900001,World,Asia,Eastern Asia,Asia,Eastern Asia,KOR,"Korea, Rep."
Vietnam,VNM,2018,75836697.598,World,Asia,South-eastern Asia,Asia,Eastern Asia,KOR,"Korea, Rep."
Japan,JPN,2018,37914538.69000001,World,Asia,Eastern Asia,Asia,Eastern Asia,KOR,"Korea, Rep."
"Other Asia, nes",OAS,2018,28894621.110999987,,,,Asia,Eastern Asia,KOR,"Korea, Rep."
India,IND,2018,21057917.585,World,Asia,Southern Asia,Asia,Eastern Asia,KOR,"Korea, Rep."
Philippines,PHL,2018,18781961.367,World,Asia,South-eastern Asia,Asia,Eastern Asia,KOR,"Korea, Rep."
Singapore,SGP,2018,17505099.155,World,Asia,South-eastern Asia,Asia,Eastern Asia,KOR,"Korea, Rep."
Mexico,MEX,2018,16389022.99899999,World,Americas,Central America,Asia,Eastern Asia,KOR,"Korea, Rep."
Germany,DEU,2018,14066990.66300001,World,Europe,Western Europe,Asia,Eastern Asia,KOR,"Korea, Rep."
Malaysia,MYS,2018,12130335.756000001,World,Asia,South-eastern Asia,Asia,Eastern Asia,KOR,"Korea, Rep."
Indonesia,IDN,2018,11111072.209,World,Asia,South-eastern Asia,Asia,Eastern Asia,KOR,"Korea, Rep."
Thailand,THA,2018,10968729.155,World,Asia,South-eastern Asia,Asia,Eastern Asia,KOR,"Korea, Rep."
Australia,AUS,2018,10648374.351999998,World,Oceania,Australia and New Zealand,Asia,Eastern Asia,KOR,"Korea, Rep."
Russian Federation,RUS,2018,9740422.56,World,Europe,Eastern Europe,Asia,Eastern Asia,KOR,"Korea, Rep."
United Kingdom,GBR,2018,9002594.45,World,Europe,Northern Europe,Asia,Eastern Asia,KOR,"Korea, Rep."
Brazil,BRA,2018,7844034.807,World,Americas,South America,Asia,Eastern Asia,KOR,"Korea, Rep."
Canada,CAN,2018,7315316.348,World,Americas,Northern America,Asia,Eastern Asia,KOR,"Korea, Rep."
Turkey,TUR,2018,7314886.244999999,World,Asia,Western Asia,Asia,Eastern Asia,KOR,"Korea, Rep."
Poland,POL,2018,6664892.051,World,Europe,Eastern Europe,Asia,Eastern Asia,KOR,"Korea, Rep."
Netherlands,NLD,2018,6620327.431,World,Europe,Western Europe,Asia,Eastern Asia,KOR,"Korea, Rep."
United Arab Emirates,ARE,2018,5638740.872,World,Asia,Western Asia,Asia,Eastern Asia,KOR,"Korea, Rep."
Norway,NOR,2018,5411516.7129999995,World,Europe,Northern Europe,Asia,Eastern Asia,KOR,"Korea, Rep."
Italy,ITA,2018,5302397.737000001,World,Europe,Southern Europe,Asia,Eastern Asia,KOR,"Korea, Rep."
Saudi Arabia,SAU,2018,5038691.629,World,Asia,Western Asia,Asia,Eastern Asia,KOR,"Korea, Rep."
France,FRA,2018,4894661.149999999,World,Europe,Western Europe,Asia,Eastern Asia,KOR,"Korea, Rep."
Slovak Republic,SVK,2018,4527261.403000001,World,Europe,Eastern Europe,Asia,Eastern Asia,KOR,"Korea, Rep."
Belgium,BEL,2018,4443201.868000001,World,Europe,Western Europe,Asia,Eastern Asia,KOR,"Korea, Rep."
Marshall Islands,MHL,2018,4076080.618,World,Oceania,Micronesia,Asia,Eastern Asia,KOR,"Korea, Rep."
Unspecified,UNS,2018,65374702.372,,,,Asia,Western Asia,KWT,Kuwait
United Arab Emirates,ARE,2018,1162363.753,World,Asia,Western Asia,Asia,Western Asia,KWT,Kuwait
United Kingdom,GBR,2018,670371.4869999997,World,Europe,Northern Europe,Asia,Central Asia,KGZ,Kyrgyz Republic
Russian Federation,RUS,2018,375533.182,World,Europe,Eastern Europe,Asia,Central Asia,KGZ,Kyrgyz Republic
Kazakhstan,KAZ,2018,285556.634,World,Asia,Central Asia,Asia,Central Asia,KGZ,Kyrgyz Republic
Uzbekistan,UZB,2018,176652.38299999997,World,Asia,Central Asia,Asia,Central Asia,KGZ,Kyrgyz Republic
Turkey,TUR,2018,127001.05600000003,World,Asia,Western Asia,Asia,Central Asia,KGZ,Kyrgyz Republic
China,CHN,2018,66433.36200000001,World,Asia,Eastern Asia,Asia,Central Asia,KGZ,Kyrgyz Republic
Tajikistan,TJK,2018,48241.878000000004,World,Asia,Central Asia,Asia,Central Asia,KGZ,Kyrgyz Republic
Lithuania,LTU,2018,46343.564999999995,World,Europe,Northern Europe,Asia,Central Asia,KGZ,Kyrgyz Republic
Thailand,THA,2018,3075497.7313099997,World,Asia,South-eastern Asia,Asia,South-eastern Asia,LAO,Lao PDR
China,CHN,2018,1528588.51072,World,Asia,Eastern Asia,Asia,South-eastern Asia,LAO,Lao PDR
Vietnam,VNM,2018,880695.6709299999,World,Asia,South-eastern Asia,Asia,South-eastern Asia,LAO,Lao PDR
Lithuania,LTU,2018,2891362.9147279556,World,Europe,Northern Europe,Europe,Northern Europe,LVA,Latvia
Estonia,EST,2018,1822643.8765505806,World,Europe,Northern Europe,Europe,Northern Europe,LVA,Latvia
Russian Federation,RUS,2018,1673926.8313486238,World,Europe,Eastern Europe,Europe,Northern Europe,LVA,Latvia
Germany,DEU,2018,1210183.318326504,World,Europe,Western Europe,Europe,Northern Europe,LVA,Latvia
Sweden,SWE,2018,1171019.9582493869,World,Europe,Northern Europe,Europe,Northern Europe,LVA,Latvia
United States,USA,2018,1060776.0230502835,World,Americas,Northern America,Europe,Northern Europe,LVA,Latvia
United Kingdom,GBR,2018,903759.90397649,World,Europe,Northern Europe,Europe,Northern Europe,LVA,Latvia
Poland,POL,2018,673053.2516279825,World,Europe,Eastern Europe,Europe,Northern Europe,LVA,Latvia
Denmark,DNK,2018,672949.6417601241,World,Europe,Northern Europe,Europe,Northern Europe,LVA,Latvia
Norway,NOR,2018,377770.3176295279,World,Europe,Northern Europe,Europe,Northern Europe,LVA,Latvia
Netherlands,NLD,2018,376163.15283536597,World,Europe,Western Europe,Europe,Northern Europe,LVA,Latvia
Finland,FIN,2018,374769.0411319546,World,Europe,Northern Europe,Europe,Northern Europe,LVA,Latvia
France,FRA,2018,320840.4628621845,World,Europe,Western Europe,Europe,Northern Europe,LVA,Latvia
Italy,ITA,2018,295812.1712079163,World,Europe,Southern Europe,Europe,Northern Europe,LVA,Latvia
Czech Republic,CZE,2018,234659.91917833692,World,Europe,Eastern Europe,Europe,Northern Europe,LVA,Latvia
Spain,ESP,2018,227285.51699689223,World,Europe,Southern Europe,Europe,Northern Europe,LVA,Latvia
Belarus,BLR,2018,224348.33074313897,World,Europe,Eastern Europe,Europe,Northern Europe,LVA,Latvia
Belgium,BEL,2018,217033.81421378336,World,Europe,Western Europe,Europe,Northern Europe,LVA,Latvia
China,CHN,2018,203167.37851290358,World,Asia,Eastern Asia,Europe,Northern Europe,LVA,Latvia
Ukraine,UKR,2018,182476.2830383079,World,Europe,Eastern Europe,Europe,Northern Europe,LVA,Latvia
Turkey,TUR,2018,170288.46188519863,World,Asia,Western Asia,Europe,Northern Europe,LVA,Latvia
Saudi Arabia,SAU,2018,141222.60399057777,World,Asia,Western Asia,Europe,Northern Europe,LVA,Latvia
Austria,AUT,2018,132701.04765607262,World,Europe,Western Europe,Europe,Northern Europe,LVA,Latvia
Uzbekistan,UZB,2018,109644.3899035789,World,Asia,Central Asia,Europe,Northern Europe,LVA,Latvia
Hungary,HUN,2018,103659.96913655772,World,Europe,Eastern Europe,Europe,Northern Europe,LVA,Latvia
Switzerland,CHE,2018,98247.52616797772,World,Europe,Western Europe,Europe,Northern Europe,LVA,Latvia
United Arab Emirates,ARE,2018,472818.0647163282,World,Asia,Western Asia,Asia,Western Asia,LBN,Lebanon
Syrian Arab Republic,SYR,2018,228622.94952104648,World,Asia,Western Asia,Asia,Western Asia,LBN,Lebanon
Saudi Arabia,SAU,2018,224862.56126804958,World,Asia,Western Asia,Asia,Western Asia,LBN,Lebanon
Iraq,IRQ,2018,178373.28676009233,World,Asia,Western Asia,Asia,Western Asia,LBN,Lebanon
South Africa,ZAF,2018,174156.207954954,World,Africa,Southern Africa,Asia,Western Asia,LBN,Lebanon
Qatar,QAT,2018,140724.01864529768,World,Asia,Western Asia,Asia,Western Asia,LBN,Lebanon
Switzerland,CHE,2018,130244.99261455152,World,Europe,Western Europe,Asia,Western Asia,LBN,Lebanon
Turkey,TUR,2018,129870.7423184667,World,Asia,Western Asia,Asia,Western Asia,LBN,Lebanon
Jordan,JOR,2018,87922.50492928157,World,Asia,Western Asia,Asia,Western Asia,LBN,Lebanon
"Egypt, Arab Rep.",EGY,2018,85883.43147425023,World,Africa,Northern Africa,Asia,Western Asia,LBN,Lebanon
Kuwait,KWT,2018,78028.97831102595,World,Asia,Western Asia,Asia,Western Asia,LBN,Lebanon
United States,USA,2018,64477.46436723128,World,Americas,Northern America,Asia,Western Asia,LBN,Lebanon
"Korea, Rep.",KOR,2018,56837.503839416706,World,Asia,Eastern Asia,Asia,Western Asia,LBN,Lebanon
Spain,ESP,2018,56664.8553790905,World,Europe,Southern Europe,Asia,Western Asia,LBN,Lebanon
France,FRA,2018,52035.81928935558,World,Europe,Western Europe,Asia,Western Asia,LBN,Lebanon
Cote d'Ivoire,CIV,2018,50466.62585428909,World,Africa,Western Africa,Asia,Western Asia,LBN,Lebanon
Germany,DEU,2018,49858.45512833528,World,Europe,Western Europe,Asia,Western Asia,LBN,Lebanon
Greece,GRC,2018,42427.18917203258,World,Europe,Southern Europe,Asia,Western Asia,LBN,Lebanon
"Congo, Rep.",COG,2018,42308.264678006824,World,Africa,Middle Africa,Asia,Western Asia,LBN,Lebanon
Italy,ITA,2018,40394.09041706458,World,Europe,Southern Europe,Asia,Western Asia,LBN,Lebanon
United Kingdom,GBR,2018,37226.701317834915,World,Europe,Northern Europe,Asia,Western Asia,LBN,Lebanon
Algeria,DZA,2018,36670.03178411577,World,Africa,Northern Africa,Asia,Western Asia,LBN,Lebanon
Nigeria,NGA,2018,35978.2303993379,World,Africa,Western Africa,Asia,Western Asia,LBN,Lebanon
Netherlands,NLD,2018,28273.68112901346,World,Europe,Western Europe,Asia,Western Asia,LBN,Lebanon
Unspecified,UNS,2018,27652.0992091984,,,,Asia,Western Asia,LBN,Lebanon
Ghana,GHA,2018,27590.844924963683,World,Africa,Western Africa,Asia,Western Asia,LBN,Lebanon
"Hong Kong, China",HKG,2018,27064.8419364213,World,Asia,Eastern Asia,Asia,Western Asia,LBN,Lebanon
Brazil,BRA,2018,26029.67520543006,World,Americas,South America,Asia,Western Asia,LBN,Lebanon
Belgium,BEL,2018,25306.000447746723,World,Europe,Western Europe,Asia,Western Asia,LBN,Lebanon
China,CHN,2018,24430.035907791498,World,Asia,Eastern Asia,Asia,Western Asia,LBN,Lebanon
Canada,CAN,2018,24190.65542887168,World,Americas,Northern America,Asia,Western Asia,LBN,Lebanon
Oman,OMN,2018,23801.07785214852,World,Asia,Western Asia,Asia,Western Asia,LBN,Lebanon
Liberia,LBR,2018,21975.88366126601,World,Africa,Western Africa,Asia,Western Asia,LBN,Lebanon
Guinea,GIN,2018,21584.5261356974,World,Africa,Western Africa,Asia,Western Asia,LBN,Lebanon
Angola,AGO,2018,19243.15769291276,World,Africa,Middle Africa,Asia,Western Asia,LBN,Lebanon
Australia,AUS,2018,18211.605578529015,World,Oceania,Australia and New Zealand,Asia,Western Asia,LBN,Lebanon
Morocco,MAR,2018,18172.76045313634,World,Africa,Northern Africa,Asia,Western Asia,LBN,Lebanon
Bangladesh,BGD,2018,18008.190077016,World,Asia,Southern Asia,Asia,Western Asia,LBN,Lebanon
Free Zones,FRE,2018,17640.2765989636,,,,Asia,Western Asia,LBN,Lebanon
Bulgaria,BGR,2018,16741.369083271344,World,Europe,Eastern Europe,Asia,Western Asia,LBN,Lebanon
Italy,ITA,2018,10096326.382729998,World,Europe,Southern Europe,Africa,Northern Africa,LBY,Libya
China,CHN,2018,4981255.38294,World,Asia,Eastern Asia,Africa,Northern Africa,LBY,Libya
Spain,ESP,2018,3046536.56173,World,Europe,Southern Europe,Africa,Northern Africa,LBY,Libya
France,FRA,2018,2873807.473,World,Europe,Western Europe,Africa,Northern Africa,LBY,Libya
United Arab Emirates,ARE,2018,1031553.2146,World,Asia,Western Asia,Africa,Northern Africa,LBY,Libya
United States,USA,2018,952591.6369,World,Americas,Northern America,Africa,Northern Africa,LBY,Libya
Greece,GRC,2018,914904.3397,World,Europe,Southern Europe,Africa,Northern Africa,LBY,Libya
United Kingdom,GBR,2018,823234.5272100001,World,Europe,Northern Europe,Africa,Northern Africa,LBY,Libya
Netherlands,NLD,2018,808001.5177,World,Europe,Western Europe,Africa,Northern Africa,LBY,Libya
Malaysia,MYS,2018,740602.0356000001,World,Asia,South-eastern Asia,Africa,Northern Africa,LBY,Libya
Singapore,SGP,2018,605883.0240000001,World,Asia,South-eastern Asia,Africa,Northern Africa,LBY,Libya
Denmark,DNK,2018,394197.9202,World,Europe,Northern Europe,Africa,Northern Africa,LBY,Libya
Russian Federation,RUS,2018,6182513.74593,World,Europe,Eastern Europe,Europe,Northern Europe,LTU,Lithuania
Latvia,LVA,2018,3669389.9989300002,World,Europe,Northern Europe,Europe,Northern Europe,LTU,Lithuania
Poland,POL,2018,2914335.751,World,Europe,Eastern Europe,Europe,Northern Europe,LTU,Lithuania
Germany,DEU,2018,2466722.342,World,Europe,Western Europe,Europe,Northern Europe,LTU,Lithuania
Estonia,EST,2018,1768096.3410000005,World,Europe,Northern Europe,Europe,Northern Europe,LTU,Lithuania
Belarus,BLR,2018,1617546.1600000001,World,Europe,Eastern Europe,Europe,Northern Europe,LTU,Lithuania
United States,USA,2018,1591160.2419999999,World,Americas,Northern America,Europe,Northern Europe,LTU,Lithuania
Sweden,SWE,2018,1332900.5790000004,World,Europe,Northern Europe,Europe,Northern Europe,LTU,Lithuania
United Kingdom,GBR,2018,1125498.00298,World,Europe,Northern Europe,Europe,Northern Europe,LTU,Lithuania
Netherlands,NLD,2018,1113061.1479999998,World,Europe,Western Europe,Europe,Northern Europe,LTU,Lithuania
Ukraine,UKR,2018,1096424.2069899999,World,Europe,Eastern Europe,Europe,Northern Europe,LTU,Lithuania
Norway,NOR,2018,850085.1510000001,World,Europe,Northern Europe,Europe,Northern Europe,LTU,Lithuania
France,FRA,2018,781280.79,World,Europe,Western Europe,Europe,Northern Europe,LTU,Lithuania
Denmark,DNK,2018,737663.5070000001,World,Europe,Northern Europe,Europe,Northern Europe,LTU,Lithuania
Italy,ITA,2018,718310.6380000002,World,Europe,Southern Europe,Europe,Northern Europe,LTU,Lithuania
Kazakhstan,KAZ,2018,634781.20398,World,Asia,Central Asia,Europe,Northern Europe,LTU,Lithuania
Finland,FIN,2018,620824.789,World,Europe,Northern Europe,Europe,Northern Europe,LTU,Lithuania
Belgium,BEL,2018,506041.52600000007,World,Europe,Western Europe,Europe,Northern Europe,LTU,Lithuania
Singapore,SGP,2018,447157.9100000001,World,Asia,South-eastern Asia,Europe,Northern Europe,LTU,Lithuania
Czech Republic,CZE,2018,385895.33800000016,World,Europe,Eastern Europe,Europe,Northern Europe,LTU,Lithuania
